Block Size,SHA1 Avg Time,RC4 Avg Time,Blowfish Avg Time,DSA Sign Avg Time
16,0.45238542556762695,1.6191920518875123,4.544480109214783,0.4526080846786499
64,0.45042877197265624,1.6067621469497682,4.520102310180664,0.45081143379211425
256,0.4558165788650513,1.6188640356063844,4.536113286018372,0.45574798583984377
1024,0.45575244426727296,1.6180899620056153,4.544586777687073,0.4568068504333496
4096,0.45320801734924315,1.609753632545471,4.530562257766723,0.45093622207641604
16384,0.4529348611831665,1.6127023458480836,4.5165622472763065,0.4548026084899902
