Block Size,SHA1 Avg Time,RC4 Avg Time,Blowfish Avg Time,DSA Sign Avg Time
16,0.5509290933609009,1.856389832496643,5.182912445068359,0.5513156890869141
64,0.5508167982101441,1.858181929588318,5.1724515676498415,0.5551684379577637
256,0.5427402973175048,1.8289960145950317,5.091894483566284,0.5421612024307251
1024,0.535343074798584,1.807572078704834,5.03414101600647,0.5356162786483765
4096,0.529639720916748,1.7961374998092652,5.059313654899597,0.5379158973693847
16384,0.5378112077713013,1.8238539695739746,5.112444067001343,0.5435091733932496
